title,description,skill,link,img_url,label
Software Architect,DIGITURK,"css, javascript",https://www.kariyer.net//is-ilani/digiturk-yazilim-mimari-3382193,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2280_252417.jpg,front-end developer
Senior Solution Architect,Mercedes Benz Otomotiv Ticaret ve Hizmetler A.Ş.,"scrum, german, web services, azure, design, sql",https://www.kariyer.net//is-ilani/mercedes-benz-otomotiv-ticaret-ve-hizmetler-a-s-senior-solution-architect-3450455,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/246049-mercedes2021.png,data warehouse developer
Software Architect,Siemens,"engineering, management, web services, postgresql, sql, software architecture, agile development, legal, product management, programming, redis, building, elasticsearch, reviews, design, software development, mysql, manufacturing",https://www.kariyer.net//is-ilani/siemens-software-architect-3423720,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/simko_logo.gif,data warehouse developer
"Software Architect  HMI domain, Research &...",Siemens,"legal, manufacturing",https://www.kariyer.net//is-ilani/siemens-software-architect-hmi-domain-research-3448453,/_assets/img/firma-logosuz.png,data analyst
Software engineer,BİLGE BİLGİSAYAR YAZILIM DONANIM SAN. TİC. LTD. Ş,"design, mvc, web services",https://www.kariyer.net//is-ilani/bilge-bilgisayar-yazilim-donanim-san-tic-ltd-s-yazilim-muhendisi-3440680,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/41754_175980.jpg,data analyst
Software Engineer (Disabled Candidate),Huawei Telekomünikasyon Dış Tic. Ltd. Şti.,"engineering, training, artificial intelligence, turkish, research, communications",https://www.kariyer.net//is-ilani/huawei-telekomunikasyon-dis-tic-ltd-sti-software-engineer-disabled-candidate-3510397,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/huawei_logo.gif,artificial intelligence specialist
.Net Developer,Finartz Bilgi Teknolojileri A.Ş.,"design, programming, sql, microsoft",https://www.kariyer.net//is-ilani/finartz-bilgi-teknolojileri-a-s--net-developer-1905328,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/d1ca1oud.zzs.jpg,data warehouse developer
Senior Software Developer,AUSTRİA CARD TURKEY KART OPERASYONLARI ANONİM ŞİRKETİ,"java, sql, javascript",https://www.kariyer.net//is-ilani/austria-card-turkey-kart-operasyonlari-anonim-sirk-senior-software-developer-3479667,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/10153_184359.jpg,data warehouse developer
Javascript Developer,Ekinoks Yazılım Ltd. Şti.,"mathematics, html, git, typescript, yarn, css, design, javascript",https://www.kariyer.net//is-ilani/ekinoks-yazilim-ltd-sti-javascript-developer-3498856,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4vq5wams.nx0.png,front-end developer
Software Engineer / Junior Software Engineer,Ekinoks Yazılım Ltd. Şti.,"engineering, programming, insurance, software development, health, design",https://www.kariyer.net//is-ilani/ekinoks-yazilim-ltd-sti-software-engineer-junior-software-engineer-2346625,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4vq5wams.nx0.png,software engineer
Software Engineer  Wifi Platform Development,Airties,"linux, engineering, unix, programming, git, wireless, c programming, debugging",https://www.kariyer.net//is-ilani/airties-software-engineer-wifi-platform-development-3350521,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg,software engineer
Software Engineer  Software Licensing Team,Airties,"linux, engineering, programming, git, design, wireless, c programming, debugging",https://www.kariyer.net//is-ilani/airties-software-engineer-software-licensing-team-3265843,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg,software engineer
Software Engineer - Wifi Software Development,Airties,"linux, engineering, management, programming, research, git, design, wireless, c programming, debugging, embedded software",https://www.kariyer.net//is-ilani/airties-software-engineer-wifi-software-development-3492787,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg,software engineer
.Net Senior Software Engineer,Bankalararası Kart Merkezi A.Ş.,"mvc, restful, python, oracle, redis, elasticsearch, git, mysql",https://www.kariyer.net//is-ilani/bankalararasi-kart-merkezi-a-s--net-kidemli-yazilim-muhendisi-3503860,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/37959_204715.jpg,data warehouse developer
Web Development Specialist,Pratik Aday Servisi,"html, photoshop, css, illustrator, seo, javascript",https://www.kariyer.net//is-ilani/pratik-aday-servisi-web-gelistirme-uzmani-3508556,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/171866_188313.jpg,digital marketing specialist
Business Intelligence Specialist,FUZUL TASARRUF FİNANSMAN A.Ş.,"excel, sql",https://www.kariyer.net//is-ilani/fuzul-tasarruf-finansman-a-s-is-zekasi-uzmani-3503060,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/91665_logo.gif,data warehouse developer
Software engineer,Olgun Çelik San. Tic. A.Ş.,"git, linux",https://www.kariyer.net//is-ilani/olgun-celik-san-tic-a-s-yazilim-muhendisi-3476803,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/olguncelik_logo.gif,data analyst
Full Stack Developer,ÇUHADAROĞLU METAL SAN. VE PAZ. A.Ş,"bootstrap, html, css, sql, javascript",https://www.kariyer.net//is-ilani/cuhadaroglu-metal-san-ve-paz-a-s-full-stack-developer-3509052,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/15623_3.gif,data warehouse developer
Data Engineer,Penti,"azure, sap",https://www.kariyer.net//is-ilani/penti-data-muhendisi-3472724,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4gc1xbpw.2xn.png,cloud solutions architect
Axapta Software Specialist,MİNİSO MAĞAZACILIK A.Ş.,"dynamics, erp, sql, microsoft",https://www.kariyer.net//is-ilani/miniso-magazacilik-a-s-axapta-yazilim-uzmani-3492752,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/miniso.gif,data warehouse developer
Software engineer,METEKSAN SAVUNMA SANAYİ A.Ş.,"git, design, java",https://www.kariyer.net//is-ilani/meteksan-savunma-sanayi-a-s-yazilim-muhendisi-3506916,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/bilkentholding.jpg,data analyst
Software engineer,Merinos Halı San ve Tic A.Ş,"json, html, xml, css, design, android, javascript",https://www.kariyer.net//is-ilani/merinos-hali-san-ve-tic-a-s-yazilim-muhendisi-3488532,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/3866_185486.jpg,front-end developer
Software engineer,Biriz LTD. ŞTİ.,"css, html, javascript",https://www.kariyer.net//is-ilani/biriz-ltd-sti-yazilim-muhendisi-3506373,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/220975_187492.jpg,front-end developer
Software Engineer,Arpaş,"asp, engineering, ajax, web services, erp, xml, html5, research, sql, javascript",https://www.kariyer.net//is-ilani/arpas-software-engineer-3364919,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1961_254033.jpg,data warehouse developer
Software Engineer (.Net),Türkiye Noterler Birliği,"css, design, html, mvc",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-net-3115277,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif,front-end developer
Software Engineer (Java),Türkiye Noterler Birliği,java,https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-java-1986200,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif,data analyst
Software Engineer (Angular),Türkiye Noterler Birliği,"restful, html5, typescript, css, sharepoint, javascript",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-angular-3406652,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif,front-end developer
Software Engineer (Java / Backend / Devsecops),Türkiye Noterler Birliği,"linux, java",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-java-backend-devsecops-3385414,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif,data analyst
Software engineer,Firma Bilgisi Gizli,"bootstrap, erp, sap, sql, javascript",https://www.kariyer.net//is-ilani/firma-bilgisi-gizli-yazilim-muhendisi-3504048,,data warehouse developer
Software engineer,ETMGRUP BİLİŞİM DANIŞMANLIK SANAYİ TİCARET LİMİTED ŞİRKETİ,"bootstrap, php, html, css, java, javascript",https://www.kariyer.net//is-ilani/etmgrup-bilisim-danismanlik-sanayi-ticaret-limited-yazilim-muhendisi-3499732,/_assets/img/firma-logosuz.png,front-end developer
Software engineer,NANOTAM NanoTeknoloji Araştırma Merkezi,linux,https://www.kariyer.net//is-ilani/nanotam-nanoteknoloji-arastirma-merkezi-yazilim-muhendisi-3503107,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/41882_174277.jpg,data analyst
Software engineer,BEYAZ 1 BİLİŞİM TEKNOLOJİLERİ TİCARET LİMİTED ŞİRKETİ,"html, postgresql, css, java, mysql, javascript",https://www.kariyer.net//is-ilani/beyaz-1-bilisim-teknolojileri-ticaret-limited-sirk-yazilim-muhendisi-3502503,/_assets/img/firma-logosuz.png,data warehouse developer
.Net Software Engineers,KRM  OZEL ISTIHDAM HIZMETLERI LTD STI,"mvc, sql",https://www.kariyer.net//is-ilani/krm-ozel-istihdam-hizmetleri-ltd-sti--net-yazilim-muhendisleri-2499602,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1111_217127.jpg,data warehouse developer
Plc Software Engineer,Berrmak Makina Tekstil İnş. San. Tic. Ltd. Şti.,"sap, manufacturing",https://www.kariyer.net//is-ilani/berrmak-makina-tekstil-ins-san-tic-ltd-sti-plc-yazilim-muhendisi-3500802,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/42371_186154.jpg,data analyst
Software Engineer,Inventiv,"mvc, restful, engineering, agile development, coding, programming, blog, design, elearning",https://www.kariyer.net//is-ilani/inventiv-software-engineer-3446196,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/15425_195104.jpg,software engineer
Junior Software Engineer,PUSULA CALL CENTER,"mvc, java, sql, linq",https://www.kariyer.net//is-ilani/pusula-call-center-junior-yazilim-muhendisi-3457110,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/13036.gif,data warehouse developer
Software engineer,BİZTEK SİBER GÜVENLİK VE BİLİŞİM TEKNOLOJİLERİ DANIŞMANLIK TİCARET ANONİM ŞİRKETİ,"linux, python, html5, postgresql, css, nginx",https://www.kariyer.net//is-ilani/biztek-siber-guvenlik-ve-bilisim-teknolojileri-dan-yazilim-muhendisi-3500069,/_assets/img/firma-logosuz.png,data warehouse developer
Android Developer,Arvato Lojistik Dış Ticaret ve E Ticaret Hizmetleri A.Ş.,"leads, scrum, engineering, automotive, ecommerce, management, oauth, agile development, reviews, azure, programming, insurance, git, design, android, debugging, sql",https://www.kariyer.net//is-ilani/arvato-lojistik-dis-ticaret-ve-e-ticaret-hizmetler-android-developer-3498029,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yeni.jpg.jpg,data warehouse developer
Application Software Engineer,Lentatek Uzay Havacılık ve Teknoloji A.Ş.,"linux, java, sql",https://www.kariyer.net//is-ilani/lentatek-uzay-havacilik-ve-teknoloji-a-s-uygulama-yazilim-muhendisi-3096989,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115_229865.jpg,data warehouse developer
Digital Twin Software Engineer (1D/3D...,Siemens,"python, java",https://www.kariyer.net//is-ilani/siemens-digital-twin-software-engineer-1d-3d-3493603,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/simko_logo.gif,data analyst
Software engineer,Diana Turizm Otelcilik Tic. ve San. A.Ş.,"json, xml, sql",https://www.kariyer.net//is-ilani/diana-turizm-otelcilik-tic-ve-san-a-s-yazilim-muhendisi-3491885,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/dianat_logo.gif,data warehouse developer
Software engineer,CS TECH,"design, cuda, opencl, opengl",https://www.kariyer.net//is-ilani/cs-tech-yazilim-muhendisi-3484743,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/cs-tech.gif,data analyst
Software engineer,Anadolu Isuzu Otomotiv Sanayi ve Tic. A.Ş.,pickup,https://www.kariyer.net//is-ilani/anadolu-isuzu-otomotiv-sanayi-ve-tic-a-s-yazilim-muhendisi-3493941,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/anadolu isuzu_logo.jpg,data analyst
Software engineer,Bürotime Mobilya Sanayi ve Ticaret A.Ş.,"mvc, json, ajax, xml, oracle, wpf, java",https://www.kariyer.net//is-ilani/burotime-mobilya-sanayi-ve-ticaret-a-s-yazilim-muhendisi-3493010,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/6565_1311891.jpg,data analyst
Power System Software Engineer,Siemens,"engineering, german, delivery, legal, programming, electrical engineering, research, software development, energy, git, reviews, fortran, manufacturing",https://www.kariyer.net//is-ilani/siemens-power-system-software-engineer-3382256,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1017_247932.jpg,software engineer
Software engineer,LOJİMAKS A.Ş.,"json, mvc, bootstrap, web services, php, erp, xml, css, sql, javascript",https://www.kariyer.net//is-ilani/lojimaks-a-s-yazilim-muhendisi-3483402,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/lojimaxlogo1.png,data warehouse developer
Software engineer,PUSULA CALL CENTER,"mvc, java, sql, linq",https://www.kariyer.net//is-ilani/pusula-call-center-yazilim-muhendisi-3457101,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/13036.gif,data warehouse developer
Software engineer,Gizli Firma,"audit, linux, erp, unix, microsoft, java, sql",https://www.kariyer.net//is-ilani/gizli-firma-yazilim-muhendisi-3489428,,data warehouse developer
.Net Developer,Vestel A.Ş.,"mvc, visual basic, scrum, engineering, management, troubleshooting, technical support, html5, programming, software development, git, design, sql",https://www.kariyer.net//is-ilani/vestel-a-s--net-developer-2788267,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif,it support technician
Python Developer,Vestel A.Ş.,"python, engineering, management, programming, django, software development, git, design, mysql",https://www.kariyer.net//is-ilani/vestel-a-s-python-developer-2788444,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif,data warehouse developer
Software Engineer,Vestel A.Ş.,"python, engineering, management, html, programming, electronics, css, design, reviews, embedded software",https://www.kariyer.net//is-ilani/vestel-a-s-software-engineer-1858716,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif,front-end developer
Front-End Developer,Vestel A.Ş.,"restful, engineering, ajax, bootstrap, management, html, xml, git, software development, css, javascript",https://www.kariyer.net//is-ilani/vestel-a-s-front-end-developer-2788426,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif,front-end developer
Software engineer,Ziraat Teknoloji A.Ş.,"json, restful, typescript, sql, javascript",https://www.kariyer.net//is-ilani/ziraat-teknoloji-a-s-yazilim-muhendisi-3485335,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/fintek_logo.gif,data warehouse developer
Software engineer,Mesa İmalat San. ve Tic. A.ş.,"mvc, erp, html, css, sql, javascript",https://www.kariyer.net//is-ilani/mesa-imalat-san-ve-tic-a-s-yazilim-muhendisi-3486347,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/28221_logo.gif,data warehouse developer
Software Engineer (Level 2),Yıldız Demir Çelik Sanayi A.Ş,"ajax, html5, css, java, sql, javascript",https://www.kariyer.net//is-ilani/yildiz-demir-celik-sanayi-a-s-yazilim-muhendisi-seviye-2-3444359,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/11704_177901.jpg,data warehouse developer
Full Stack Engineer,VARTUR EMLAK İNŞAAT TİCARET LİMİTED ŞİRKETİ,"php, html5, programming, typescript, git, design, javascript",https://www.kariyer.net//is-ilani/vartur-emlak-insaat-ticaret-limited-sirketi-full-stack-engineer-3128926,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/201546_173142.jpg,front-end developer
Software engineer,ADM Elektrik Dağıtım Aş.,"css, html, java",https://www.kariyer.net//is-ilani/adm-elektrik-dagitim-as-yazilim-muhendisi-3294471,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/kcuzl0l4.dca.jpg,front-end developer
Experienced Software Engineer,Türkiye Noterler Birliği,"git, java",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-deneyimli-yazilim-muhendisi-2050951,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif,data analyst
Software engineer,ABDULKADİR ÖZCAN OTOMOTİV LASTİK SANVE TİC.A.Ş.,"json, mvc, ajax, xml, html5, oracle, css, javascript",https://www.kariyer.net//is-ilani/abdulkadir-ozcan-otomotiv-lastik-sanve-tic-a-s-yazilim-muhendisi-2849395,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/aozcan_logo.gif,front-end developer
C# Software Engineer,Simsoft Bilgisayar Teknolojileri,"wpf, dds, xamarin",https://www.kariyer.net//is-ilani/simsoft-bilgisayar-teknolojileri-c-yazilim-muhendisi-2870316,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/12217.gif,mobile app developer
Software Engineer,Nurol Kontrol ve Aviyonik Sistemleri Anonim Şirketi,"engineering, management, programming, electronics, software development, c programming, embedded software",https://www.kariyer.net//is-ilani/nurol-kontrol-ve-aviyonik-sistemleri-anonim-sirket-software-engineer-2226851,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/wtbzftqd.zlt.png,software engineer
Software Engineer (Image Processing),Havelsan Teknoloji Radar (HTR),linux,https://www.kariyer.net//is-ilani/havelsan-teknoloji-radar-htr-yazilim-muhendisi-goruntu-isleme-3422435,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1969_1259661.jpg,data analyst
Mobile Developer 'Digital Channels',Yapı Kredi,"swift, engineering, software development, git, design, android, java",https://www.kariyer.net//is-ilani/yapi-kredi-mobile-developer-digital-channels-3382638,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2108_251003.jpg,mobile app developer
Full Stack Web Developer 'Digital Channels',Yapı Kredi,"engineering, html, oracle, git, design, java, javascript",https://www.kariyer.net//is-ilani/yapi-kredi-full-stack-web-developer-digital-channels-3382630,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2108_251003.jpg,front-end developer
Software Support and Project Specialist,HASTAVUK GIDA TARIMHAYVANCILIK SAN.VE TİC.A.Ş.,"erp, sap, sql",https://www.kariyer.net//is-ilani/hastavuk-gida-tarimhayvancilik-san-ve-tic-a-s-yazilim-destek-ve-proje-uzmani-3499995,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/17278_logo.gif,data warehouse developer
Business Intelligence Specialist,FUZUL TASARRUF FİNANSMAN A.Ş.,"excel, sql",https://www.kariyer.net//is-ilani/fuzul-tasarruf-finansman-a-s-is-zekasi-uzmani-3503060,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/91665_logo.gif,data warehouse developer
Senior Java Developer,EMPATİK İNSAN KAYNAKLARI EĞİTİM VE DANIŞMANLIK LT,"linux, mvc, apache, redis, git, java",https://www.kariyer.net//is-ilani/empatik-insan-kaynaklari-egitim-ve-danismanlik-lt-kidemli-java-yazilim-uzmani-3332341,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/52830_1143491.png,data analyst
Senior Cloud Software Engineer (Fullstack Java),Airties,"python, j2ee, php, cassandra, hbase, redis, postgresql, java, mysql",https://www.kariyer.net//is-ilani/airties-senior-cloud-software-engineer-fullstack-java-3373812,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg,data warehouse developer
Java Developer,Agito Bilgisayar Yazılım ve Danışmanlık Hizmetleri Anonim Şirketi,"css, mvc, html, java",https://www.kariyer.net//is-ilani/agito-bilgisayar-yazilim-ve-danismanlik-hizmetleri-java-yazilim-uzmani-3313546,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/7517_246484.jpg,front-end developer
Java Developer,Omuz Omuza Engelsiz İnsan Kaynakları,java,https://www.kariyer.net//is-ilani/omuz-omuza-engelsiz-insan-kaynaklari-java-developer-2496843,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/omuzomuza.gif,data analyst
Java Developer,COMPUGROUP MEDICAL BİLGİ SİSTEMLERİ A.Ş.,"linux, html, git, css, java",https://www.kariyer.net//is-ilani/compugroup-medical-bilgi-sistemleri-a-s-java-developer-991592,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/19177_logo.gif,front-end developer
Java Developer,EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,java,https://www.kariyer.net//is-ilani/ebg-bilisim-teknolojileri-ve-hizmetleri-a-s-java-yazilim-uzmani-3353822,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/31064_logo.gif,data analyst
Senior Java Developer,NTT Data Business Solutions Türkiye,"mvc, scrum, management, web services, test automation, sap, artificial intelligence, typescript, research, microsoft, project management, design, java, delivery, sql, javascript",https://www.kariyer.net//is-ilani/ntt-data-business-solutions-turkiye-senior-java-developer-3182800,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4753_237391.jpg,data warehouse developer
Java Developer,DILIGEN TEKNOLOJİ ULUSLARARASI BİLİŞİM VE İLETİŞİMİ TEKNOLOJİLERİ ARGE DANIŞMANLIK DE,"linux, jsp, scrum, bootstrap, mysql, apache, git, html5, oracle, css, design, java",https://www.kariyer.net//is-ilani/diligen-teknoloji-uluslararasi-bilisim-ve-iletisim-java-yazilim-uzmani-2684939,/_assets/img/firma-logosuz.png,data warehouse developer
Java Developer,Yurtiçi Kargo Servisi A.Ş.,"unix, oracle, postgresql, java, sql",https://www.kariyer.net//is-ilani/yurtici-kargo-servisi-a-s-java-yazilim-uzmani-3153858,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yurticikargo.png,data warehouse developer
Java Developer,Türkiye Finans Katılım Bankası,"redis, java, elasticsearch",https://www.kariyer.net//is-ilani/turkiye-finans-katilim-bankasi-java-yazilim-uzmani-2822158,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4594_251191.jpg,data analyst
Java Developer (Hybrid/Home Office),AgeSA Hayat ve Emeklilik A.Ş.,"oracle, java, javascript",https://www.kariyer.net//is-ilani/agesa-hayat-ve-emeklilik-a-s-java-developer-hybrid-home-office-3362811,/_assets/img/firma-logosuz.png,front-end developer
Senior Java Developer,Sigorta Bilgi ve Gözetim Merkezi,"css, html5, oracle, j2ee",https://www.kariyer.net//is-ilani/sigorta-bilgi-ve-gozetim-merkezi-kidemli-java-yazilim-uzmani-3283771,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/9377_251746.jpg,front-end developer
Senior Java Developer,KRM  OZEL ISTIHDAM HIZMETLERI LTD STI,"apache, oracle, subversion, jsp, red hat, java",https://www.kariyer.net//is-ilani/krm-ozel-istihdam-hizmetleri-ltd-sti-kidemli-java-yazilim-uzmani-3334950,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1111_217127.jpg,data analyst
Oracle - Senior Software Architect,Aktek Bilişim,"oracle, sql",https://www.kariyer.net//is-ilani/aktek-bilisim-oracle-uzman-yazilim-mimari-3016163,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/18170_logo.gif,data warehouse developer
Oracle ERP Developer,EKİM TURİZM TİCARETVE SANAYİ A.Ş,"erp, xml, oracle",https://www.kariyer.net//is-ilani/ekim-turizm-ticaretve-sanayi-a-s-oracle-erp-developer-3501893,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5009_206622.jpg,data analyst
Java Developer,Manpower,"typescript, redis, elasticsearch, git, java, javascript",https://www.kariyer.net//is-ilani/manpower-java-yazilim-uzmani-3442946,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/manpower_logo4.gif,front-end developer
Senior Frontend Software Development Engineer,Siemens,"linux, grunt, bootstrap, management, legal, software development, energy, git, design, debugging, manufacturing",https://www.kariyer.net//is-ilani/siemens-senior-frontend-software-development-engineer-3506952,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/simko_logo.gif,software engineer
Frontend Software Development Engineer...,Siemens,"legal, manufacturing",https://www.kariyer.net//is-ilani/siemens-frontend-software-development-engineer-3407662,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1017_247932.jpg,software engineer
Senior Backend Developer ( .Net ),ID3 Ltd.Şti,mvc,https://www.kariyer.net//is-ilani/id3-ltd-sti-senior-backend-developer-net-2635070,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/id3.gif,data analyst
Computer Programmer,Deniz Eksport tekstil ithalat ihracat ürünleri san. tic. ltd. şti.,windows server,https://www.kariyer.net//is-ilani/deniz-eksport-tekstil-ithalat-ihracat-urunleri-san-bilgisayar-programcisi-3509260,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/247078_208618.jpg,data analyst
Software Consultant,KARTEK KART VE BİLİŞİM TEKNOLOJİLERİ TİC.A.Ş.,"engineering, management, programming, typescript, redis, software development, elasticsearch, git, design, java, javascript",https://www.kariyer.net//is-ilani/kartek-kart-ve-bilisim-teknolojileri-tic-a-s-yazilim-danismani-3489668,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/22446_162281.jpg,front-end developer
Software Consultant,KARTEK KART VE BİLİŞİM TEKNOLOJİLERİ TİC.A.Ş.,"engineering, management, programming, oracle, redis, software development, elasticsearch, git, design",https://www.kariyer.net//is-ilani/kartek-kart-ve-bilisim-teknolojileri-tic-a-s-yazilim-danismani-3489697,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/22446_162281.jpg,software engineer
Software Consultant,Bimser Çözüm Yazılım Tic.A.Ş.,"linux, engineering, mathematics, coding, html5, oracle, turkish, css, design, java, sql",https://www.kariyer.net//is-ilani/bimser-cozum-yazilim-tic-a-s-yazilim-danismani-3447541,/_assets/img/firma-logosuz.png,data warehouse developer
Sr.Backend Developer_Remote,Domino's Pizza,"restful, scrum, engineering, ecommerce, programming, turkish, redis, postgresql, history, leads, delivery",https://www.kariyer.net//is-ilani/domino-s-pizza-sr-backend-developer_remote-3237769,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5711_252487.jpg,data warehouse developer
Senior RPA Software Developer,Unite Bilgi Teknolojileri,"sales, engineering, business analysis, training, machine learning, programming, artificial intelligence, design, robotics",https://www.kariyer.net//is-ilani/unite-bilgi-teknolojileri-senior-rpa-software-developer-3457369,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2522_199175.jpg,it business analyst
SW Developer,BİLGE BİLGİSAYAR YAZILIM DONANIM SAN. TİC. LTD. Ş,"engineering, software development, postgresql, design, sql, javascript",https://www.kariyer.net//is-ilani/bilge-bilgisayar-yazilim-donanim-san-tic-ltd-s-sw-developer-3374878,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/41754_175980.jpg,data warehouse developer
Senior Backend Developer (.Net Core),ARABAM.COM,"python, engineering, courses, coding, redis, elasticsearch, design",https://www.kariyer.net//is-ilani/arabam-com-senior-backend-developer-net-core-3481010,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/arabalogo.jpg,data analyst
Software Development Engineer C# - Profınet,Siemens,"legal, manufacturing",https://www.kariyer.net//is-ilani/siemens-software-development-engineer-c-profinet-3369537,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1017_247932.jpg,software engineer
Software Development Engineer (C#/.Net),Siemens,"legal, manufacturing",https://www.kariyer.net//is-ilani/siemens-software-development-engineer-c-net-3369536,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1017_247932.jpg,software engineer
